식품군,식품명,에너지,단백질,지방 ,탄수화물,당류
,,kcal,g,g,g,g
육류 및 그 제품,"송아지고기, 수입산, 어깨, 구운것",183,25.46,8.25,0,-
육류 및 그 제품,"송아지고기, 수입산, 채끝(채끝살), 생것",152,19.07,7.81,0,0
육류 및 그 제품,"송아지고기, 수입산, 채끝(채끝살), 삶은것",252,31.26,13.14,0,-
육류 및 그 제품,"송아지고기, 수입산, 채끝(채끝살), 구운것(오븐)",202,25.14,10.45,0,0
육류 및 그 제품,"송아지 부산물, 수입산, 간, 생것",140,19.93,4.85,2.91,0
육류 및 그 제품,"송아지 부산물, 수입산, 간, 삶은것",192,28.42,6.26,3.77,0
육류 및 그 제품,"송아지 부산물, 수입산, 골, 생것",118,10.32,8.21,0,-
육류 및 그 제품,"송아지 부산물, 수입산, 골, 삶은것",136,11.48,9.63,0,-
육류 및 그 제품,"송아지 부산물, 수입산, 신장, 생것",99,15.76,3.12,0.85,-
육류 및 그 제품,"송아지 부산물, 수입산, 신장, 삶은것",163,26.32,5.66,0,-
육류 및 그 제품,"송아지 부산물, 수입산, 심장, 생것",110,17.18,3.98,0.08,-
육류 및 그 제품,"송아지 부산물, 수입산, 심장, 삶은것",186,29.12,6.75,0.13,-
육류 및 그 제품,"송아지 부산물, 수입산, 허파, 생것",90,16.3,2.3,0,-
육류 및 그 제품,"송아지 부산물, 수입산, 허파, 삶은것",104,18.74,2.64,0,-
육류 및 그 제품,"송아지 부산물, 수입산, 혀, 생것",131,17.18,5.48,1.91,-
육류 및 그 제품,"송아지 부산물, 수입산, 혀, 삶은것",202,25.85,10.1,0,-
육류 및 그 제품,"양고기, 수입산, 다리, 생것",205,18.8,15.3,0.1,-
육류 및 그 제품,"어린양고기, 수입산, 갈비, 생것",372,14.52,34.39,0,-
육류 및 그 제품,"어린양고기, 수입산, 갈비, 구운것(오븐)",359,21.12,29.82,0,-
육류 및 그 제품,"어린양고기, 수입산, 다리, 생것",201,18.58,13.49,0,-
육류 및 그 제품,"어린양고기, 수입산, 다리, 구운것(오븐)",225,26.41,12.45,0,-
육류 및 그 제품,"어린양고기, 수입산, 살코기, 생것",143,20.88,5.94,0,-
육류 및 그 제품,"어린양고기, 수입산, 어깨, 생것",264,16.58,21.45,0,0
육류 및 그 제품,"어린양고기, 수입산, 어깨, 삶은것",344,28.68,24.55,0,-
육류 및 그 제품,"어린양고기, 수입산, 어깨, 구운것(오븐)",276,22.51,19.97,0,0
육류 및 그 제품,"어린양 부산물, 수입산, 간, 생것",139,20.38,5.02,1.78,-
육류 및 그 제품,"어린양 부산물, 수입산, 간, 삶은것",220,30.57,8.81,2.53,-
육류 및 그 제품,"염소고기, 생것",181,19.88,10.31,0,0
육류 및 그 제품,"염소고기, 삶은것",251,29.39,13.51,0,0
육류 및 그 제품,"염소고기, 수입산, 생것",99,21.9,1.5,0.2,-
육류 및 그 제품,"오리고기, 살코기, 생것",117,21,3.07,0,0
육류 및 그 제품,"오리고기, 생것, 껍질 포함",249,16.63,18.99,0,0
육류 및 그 제품,"오리고기, 삶은것, 껍질포함",277,28.74,16.58,0,0
육류 및 그 제품,"오리고기, 구운것(팬), 껍질포함",308,28.98,19.76,0,0
육류 및 그 제품,"오리고기, 조미훈제",277,17.96,21.74,2.37,0.29
육류 및 그 제품,"오리고기, 조미훈제, 구운것(팬)",259,26.85,15.16,3.86,0.41
육류 및 그 제품,"자라고기, 수입산, 생것",175,16.4,13.4,0.5,-
육류 및 그 제품,"칠면조고기, 생것",144,21.64,5.64,0.13,0.07
육류 및 그 제품,"칠면조고기, 구운것",189,28.55,7.39,0.06,0
육류 및 그 제품,"토끼고기, 집토끼, 생것",135,21.7,4.4,0.6,-
육류 및 그 제품,"토끼고기, 집토끼, 끓인것",173,33.02,3.51,0,0
육류 및 그 제품,"토끼고기, 살코기, 생것",161,20.97,7.68,0,0.62
육류 및 그 제품,"토끼고기, 살코기, 삶은것",203,28.23,8.87,0,0.38
난류,"거위알, 생것",193,13.2,14.1,0.8,-
난류,"거위알, 삶은것",187,12.7,13.6,1,-
난류,"기러기알, 생것",193,12.3,13.9,2.4,-
난류,"기러기알, 삶은것",212,13.1,14.9,4,-
난류,"달걀, 생것",140,12.86,8.51,1.07,0.22
난류,"달걀, 삶은것",145,13.49,8.69,1.37,0.13
난류,"달걀, 난백, 생것",50,11.46,0.05,0.14,0.12
난류,"달걀, 난백, 삶은것",51,11.63,0.01,0.22,0.12
난류,"달걀, 난황, 생것",326,15.66,25.18,5.77,0.04
난류,"달걀, 난황, 삶은것",379,16.46,32.16,1.37,0.04
난류,"달걀, 가루",592,48.05,43.9,1.13,0.56
난류,"달걀, 난백, 가루",382,81.1,0,7.8,5.4
난류,"달걀, 난황, 가루",647,32.69,49.5,10.82,0
난류,"달걀, 난황액, 설탕첨가",305,14.17,21.03,12.47,9.44
난류,"달걀, 부침(달걀프라이)",206,15.12,13.46,3.79,0.2
난류,"달걀, 수란, 중탕",145,12.3,11.7,0.2,-
난류,"달걀, 스크램블드에그",149,9.99,10.98,1.61,1.39
난류,"달걀, 유정란, 생것",156,10.9,8.4,8.1,-
난류,"달걀, 유정란, 난백, 생것",50,8.5,0,3.6,-
난류,"달걀, 유정란, 난황, 생것",333,14.4,20.3,21.7,-
난류,"메추리알, 생것",146,12.8,9.02,1.66,0
난류,"메추리알, 삶은것",155,12.48,10.12,1.67,0
난류,"메추리알, 난백, 생것",52,11.77,0.11,0.05,0
난류,"메추리알, 난백, 삶은것",50,11.35,0.1,0,0
난류,"메추리알, 난황, 생것",296,14.77,23.24,3.74,0
난류,"메추리알, 난황, 삶은것",360,15.44,30.58,1.39,0
난류,"오리알, 생것",171,13.11,11.32,2.03,0
난류,"오리알, 삶은것",183,13.39,12.4,2.41,0
난류,"오리알, 난백, 생것",52,10.78,0.09,1.39,0
난류,"오리알, 난백, 삶은것",58,11.51,0.08,2.05,0
난류,"오리알, 난황, 생것",351,16.68,28.48,3.02,0
난류,"오리알, 난황, 삶은것",375,16.25,31.22,2.97,0
난류,"오리알, 피단",166,12.98,10.05,4.21,0.06
난류,"오리알, 청둥오리, 생것",178,13.6,12.3,1,-
어패류 및 그 제품,"가라지, 생것",78,14.8,1.3,0.7,-
어패류 및 그 제품,"가물치, 생것",86,18.2,0.8,0.3,-
어패류 및 그 제품,"가시망둑, 생것",101,22.4,0.7,0,-
어패류 및 그 제품,"가오리, 나비가오리, 생것",80,17.3,0.7,0,-
어패류 및 그 제품,"가오리, 노랑가오리, 생것",97,21.6,0.6,0,-
어패류 및 그 제품,"가오리, 목탁가오리, 생것",98,22.2,0.5,0,-
어패류 및 그 제품,"가오리, 전기가오리, 생것",64,13,1,0,-
어패류 및 그 제품,"가오리, 조미하여 말린것",306,39.3,0.6,35.8,-
어패류 및 그 제품,"가자미, 생것",129,22.1,3.7,0.3,-
어패류 및 그 제품,"가자미, 각시가자미, 생것",84,16.8,1.4,0,-
어패류 및 그 제품,"가자미, 갈가자미, 생것",90,18.3,1.3,0.2,-
어패류 및 그 제품,"가자미, 기름가자미, 생것",83,18.2,0.4,0.7,-
어패류 및 그 제품,"가자미, 눈가자미, 생것",93,19.4,1.1,0.3,-
어패류 및 그 제품,"가자미, 돌가자미, 생것",90,20,0.6,0,-
어패류 및 그 제품,"가자미, 문치가자미, 생것",93,19.9,0.7,0.5,-
어패류 및 그 제품,"가자미, 범가자미, 생것",82,18.2,0.2,0.8,-
어패류 및 그 제품,"가자미, 술봉가자미, 생것",84,16.8,1.4,0,-
어패류 및 그 제품,"가자미, 용가자미, 생것",82,18.1,0.6,0.1,-
어패류 및 그 제품,"가자미, 줄가자미, 생것",76,17.4,0.2,0.2,-
어패류 및 그 제품,"가자미, 참가자미, 생것",85,19.4,0.2,0.4,-
어패류 및 그 제품,"갈치, 생것",149,18.5,7.5,0.1,-
어패류 및 그 제품,"갈치, 동갈치, 생것",97,19.8,1.3,0.4,-
어패류 및 그 제품,"갈치, 동동갈치, 생것",121,20,3.9,0,-
어패류 및 그 제품,"갈치, 얼간",188,26.3,8.1,0.1,-
어패류 및 그 제품,"갈치, 젓갈",176,8.6,3.2,28.2,-
어패류 및 그 제품,"강달이, 눈강달이, 생것",109,17,3.9,0.1,-
어패류 및 그 제품,"강달이, 눈강달이, 젓갈",102,14,5.1,0,-
어패류 및 그 제품,"게르치, 생것",158,20.8,7.5,0,-
어패류 및 그 제품,"게르치, 삶은것",161,22.2,8.4,Tr,-
어패류 및 그 제품,"고등어, 생것",183,20.2,10.4,0,-
어패류 및 그 제품,"고등어, 남해, 생것",214,21.06,13.34,0,0
어패류 및 그 제품,"고등어, 서해, 생것",285,20.26,21.23,0,0
어패류 및 그 제품,"고등어, 삶은것",253,22.6,22.6,0.3,-
어패류 및 그 제품,"고등어, 구운것",264,25.2,22.4,0.4,-
어패류 및 그 제품,"고등어, 반건조",303,18.7,28.5,0.2,-
어패류 및 그 제품,"고등어, 자반고등어",258,18.99,16.14,6.36,0
어패류 및 그 제품,"고등어, 통조림",103,15.6,4.46,0,0
어패류 및 그 제품,"고등어, 통조림, 고형물",161,23.47,7.14,0.64,0
어패류 및 그 제품,"괴도라치, 생것",74,17.2,0.1,-,-
어패류 및 그 제품,"군평선이, 생것",103,18.5,2.6,0.2,-
어패류 및 그 제품,"기름종개, 생것",107,17.5,3.3,0.5,-
어패류 및 그 제품,"까나리, 생것",114,16,4.8,0.3,-
어패류 및 그 제품,"까나리, 삶아서 말린것",218,43.1,6.1,1.5,-
어패류 및 그 제품,"까나리, 액젓",30,7.16,0.01,0.27,0.03
어패류 및 그 제품,"꺽저기, 생것",92,19.5,1,0.1,-
어패류 및 그 제품,"꼬치고기, 생것",97,20.5,0.8,0.7,-
어패류 및 그 제품,"꼼치, 생것",70,16.4,0.1,0,-
어패류 및 그 제품,"꽁치, 생것",142,22.7,4.7,0.4,-
어패류 및 그 제품,"꽁치, 구운것",281,23.3,22.8,0.2,-
어패류 및 그 제품,"꽁치(과메기), 동건품",421,32.1,29.9,0.9,-
어패류 및 그 제품,"꽁치, 염장",178,20.1,9.8,0.2,-
어패류 및 그 제품,"꽁치, 통조림",113,13.12,6.76,0,0
어패류 및 그 제품,"꽁치, 통조림, 고형물",188,20.31,10.67,2.64,0
어패류 및 그 제품,"꽁치, 통조림, 조미",178,19,10.3,2.4,-
어패류 및 그 제품,"날치, 생것",99,22.2,0.5,0.1,-
어패류 및 그 제품,"날치, 염장",124,26.4,1.3,-,-
어패류 및 그 제품,"날치, 알, 생것",94,10.2,2.2,8.3,-
어패류 및 그 제품,"납지리, 생것",86,17.5,1.2,0.1,-
어패류 및 그 제품,"넙치(광어), 생것",125,22.36,3.28,0,0
어패류 및 그 제품,"넙치(광어), 껍질, 생것",168,29.3,4.7,0,-
어패류 및 그 제품,"네동가리, 생것",82,19.2,0.1,0.1,-
어패류 및 그 제품,"노랑촉수, 생것",248,7.1,19.5,8.3,-
어패류 및 그 제품,"노래미, 생것",89,17.5,1.3,0.8,-
어패류 및 그 제품,"노래미, 줄노래미, 생것",85,17.5,1.2,0,-
어패류 및 그 제품,"노래미, 쥐노래미, 생것",119,21,3,0.5,-
어패류 및 그 제품,"놀래기, 생것",107,19.2,2.8,0,-
어패류 및 그 제품,"놀래기, 사랑놀래기, 생것",104,20.3,1.9,0,-
어패류 및 그 제품,"놀래기, 용치놀래기, 생것",85,19.3,0.2,0.4,-
어패류 및 그 제품,"놀래기, 황놀래기, 생것",98,18.9,1.9,0.1,-
어패류 및 그 제품,"농어, 생것",96,18.2,1.9,0.2,-
어패류 및 그 제품,"농어, 구운것",124,23.63,2.56,0,-
어패류 및 그 제품,"농어, 점농어, 생것",129,18.5,5.2,0.4,-
어패류 및 그 제품,"누치, 생것",105,17.3,3,0.8,-
어패류 및 그 제품,"눈볼대, 생것",144,22.3,5.3,0,-
어패류 및 그 제품,"눈퉁멸, 생것",138,18.5,6.2,0.4,-
어패류 및 그 제품,"눈퉁멸, 포, 말린것",344,58.6,5.4,11.1,-
어패류 및 그 제품,"능성어, 생것",93,18.8,1.3,0.3,-
어패류 및 그 제품,"다금바리, 생것",100,19.3,1.9,0.1,-
어패류 및 그 제품,"다랑어, 가다랑어, 생것",127,25.9,1.8,0.3,-
어패류 및 그 제품,"다랑어, 가다랑어 육수, 농축",54,1.98,0.01,11.08,10.79
어패류 및 그 제품,"다랑어, 가다랑어 육수",4,0.14,0,0.81,0.65
어패류 및 그 제품,"다랑어, 가다랑어, 통조림, 유지",185,22.31,10.6,0,0
어패류 및 그 제품,"다랑어, 참다랑어, 생것",177,23.99,8.09,0,-
어패류 및 그 제품,"다랑어, 참다랑어, 붉은살, 생것",115,26.4,1.4,0.1,-
어패류 및 그 제품,"다랑어, 참다랑어, 지방육, 생것",308,20.1,27.5,0.1,-
어패류 및 그 제품,"다랑어, 참다랑어, 구운것",184,29.91,6.28,0,-
어패류 및 그 제품,"다랑어, 참다랑어, 냉동",113,24.5,1,0.1,-
어패류 및 그 제품,참다랑어 샐러드,187,16.04,9.26,9.41,-
어패류 및 그 제품,"다랑어, 황다랑어, 생것",114,23.9,1.3,0.2,-
어패류 및 그 제품,"달강어, 생것",121,19.7,4,0.1,-
어패류 및 그 제품,"달고기, 생것",97,19.1,1.4,0.7,-
어패류 및 그 제품,"대구, 생것",86,19.5,0.3,0.3,-
어패류 및 그 제품,"대구, 수컷, 생것",81,18.2,0.43,0,0
어패류 및 그 제품,"대구, 암컷, 생것",68,15.42,0.32,0,0
어패류 및 그 제품,"대구, 구운것",103,25.2,0.2,0.2,-
어패류 및 그 제품,"대구, 말린것",256,56,2,0.3,-
어패류 및 그 제품,"대구, 냉동",81,18,0.5,0.1,-
어패류 및 그 제품,"대구, 소금에 절여 반건조",201,45.1,1.1,0,-
어패류 및 그 제품,"대구, 염장",91,20,0.7,0.1,-
어패류 및 그 제품,"대구, 포, 말린것",312,65.4,3,1.8,-
어패류 및 그 제품,"대구 튀김, 냉동",106,13.7,0.8,11.1,-
어패류 및 그 제품,"대구, 내장, 생것",85,15,2.3,0.1,-
어패류 및 그 제품,"대구, 알, 생것",109,23.4,1.6,0.2,-
어패류 및 그 제품,"대구, 젓갈",62,14.7,0.4,0,-
어패류 및 그 제품,"대구, 아가미, 젓갈",72,14.4,1.3,0.6,-
어패류 및 그 제품,"대구, 빨간대구, 생것",97,12.6,4.3,0.7,-
어패류 및 그 제품,"대구, 은대구, 생것",130,13.1,7.9,0,-
어패류 및 그 제품,"대구횟대, 생것",93,19.5,0.9,0.5,-
어패류 및 그 제품,"대두어(흑연), 생것",96,17.5,2.1,0.5,-
어패류 및 그 제품,"도다리, 생것",78,17.6,0.2,0.5,-
어패류 및 그 제품,"도도바리, 생것",95,19.4,1.2,0.5,-
어패류 및 그 제품,"도루묵, 생것",113,16,4.6,0.5,-
어패류 및 그 제품,"도루묵, 소금에 절여 말린것",282,44.8,9.8,0.2,-
어패류 및 그 제품,"도치, 생것",62,7.2,3,0.9,-
어패류 및 그 제품,"독가시치, 생것",97,20.3,1.2,0,-
어패류 및 그 제품,"돔, 각시돔, 생것",90,20.1,0.6,0,-
어패류 및 그 제품,"돔, 감성돔, 생것",101,18.8,2.3,0.1,-
어패류 및 그 제품,"돔, 강담돔, 생것",93,18.9,1.4,0,-
어패류 및 그 제품,"돔, 구갈돔, 생것",89,20.4,0.3,0,-
어패류 및 그 제품,"돔, 금눈돔, 생것",122,18.5,4.5,0.3,-
어패류 및 그 제품,"돔, 꼽새돔, 생것",102,19,2.3,0.1,-
어패류 및 그 제품,"돔, 도화돔, 생것",130,21.3,4.3,0,-
어패류 및 그 제품,"돔, 독돔, 생것",97,20.8,0.9,0.2,-
어패류 및 그 제품,"돔, 돌돔, 생것",86,17.8,1,0.4,-
어패류 및 그 제품,"돔, 백미돔, 생것",102,21,1.2,0.4,-
어패류 및 그 제품,"돔, 범돔, 생것",94,19.5,1.1,0.4,-
어패류 및 그 제품,"돔, 벵에돔, 생것",98,20.2,1.4,0,-
어패류 및 그 제품,"돔, 뿔돔, 생것",97,18,2.2,0,-
어패류 및 그 제품,"돔, 샛돔, 생것",121,16.3,5.5,0.2,-
어패류 및 그 제품,"돔, 실꼬리돔, 생것",107,19.8,2.5,0.1,-
어패류 및 그 제품,"돔, 실붉돔, 생것",101,17.8,2.7,0,-
어패류 및 그 제품,"돔, 어름돔, 생것",94,19.5,1.2,0,-
어패류 및 그 제품,"돔, 옥돔, 생것",82,18.1,0.2,0.9,-
어패류 및 그 제품,"돔, 옥돔, 삶은것",113,20.7,4,Tr,-
어패류 및 그 제품,"돔, 옥돔, 구운것",110,22.5,2.6,Tr,-
어패류 및 그 제품,"돔, 옥돔, 반건조",104,19.5,2.3,0,-
어패류 및 그 제품,"돔, 육동가리돔, 생것",103,18.6,2.6,0,-
어패류 및 그 제품,"돔, 자리돔, 생것",88,19.5,0.4,0.4,-
어패류 및 그 제품,"돔, 참돔, 생것",82,18.4,0.1,0.8,-
어패류 및 그 제품,"돔, 참돔, 삶은것",182,22.2,11.9,0.1,-
어패류 및 그 제품,"돔, 참돔, 구운것",186,22.7,12,0.1,-
어패류 및 그 제품,"돔, 참돔, 껍질, 생것",188,16.6,12.5,0,-
어패류 및 그 제품,"돔, 호박돔, 생것",90,20.3,0.5,0,-
어패류 및 그 제품,"돔, 혹돔, 생것",96,18.5,1.7,0.4,-
어패류 및 그 제품,"돔, 황돔, 생것",102,20.2,1.7,0.3,-
어패류 및 그 제품,"돔, 황줄돔, 생것",97,19.3,1.6,0,-
어패류 및 그 제품,"동사리, 생것",81,16.9,1,0,-
어패류 및 그 제품,"동자개(빠가사리), 생것",81,15.7,1.6,0,-
어패류 및 그 제품,"둑중개, 생것",104,15,4.2,0.2,-
어패류 및 그 제품,"둑중개, 삶은것",108,15.8,5.8,0.2,-
어패류 및 그 제품,"둑중개, 조린것",293,29.4,5.5,33.8,-
어패류 및 그 제품,"드렁허리, 생것",92,17.9,1.7,0,-
어패류 및 그 제품,"등가시치, 생것",79,18.5,0.1,-,-
어패류 및 그 제품,"만새기, 생것",100,21.3,1.9,Tr,-
어패류 및 그 제품,"망둑어(풀망둑), 생것",77,16.4,0.7,0.3,-
어패류 및 그 제품,"매퉁이, 생것",93,20.8,0.5,0.1,-
어패류 및 그 제품,"메기, 생것",114,15.1,5.3,0.1,-
어패류 및 그 제품,"메기, 물메기, 생것",78,16.4,0.9,0.1,-
어패류 및 그 제품,"메기, 붉은메기, 생것",83,18.2,0.7,0,-
어패류 및 그 제품,"멸치, 생것",127,17.7,5.4,0.3,-
어패류 및 그 제품,"멸치, 대멸치, 삶아서 말린것",302,59.31,5.45,0,-
어패류 및 그 제품,"멸치, 중멸치, 삶아서 말린것",245,49.69,3.3,1.07,0
어패류 및 그 제품,"멸치, 잔멸치, 삶아서 말린것",226,42.94,4.59,0.32,0
어패류 및 그 제품,"멸치 볶음, 멸치풋고추볶음",262,23.3,11.2,17,-
어패류 및 그 제품,"멸치 볶음, 잔멸치볶음",342,31,12.6,26.2,-
어패류 및 그 제품,멸치 육수,1,0.14,0.01,0.19,0
어패류 및 그 제품,"멸치 육수, 티백, 채소 포함",2,0.14,0.03,0.35,0.03
어패류 및 그 제품,"멸치, 액젓",31,6.53,0.02,1.13,0.11
어패류 및 그 제품,"멸치, 액젓, 수입산",51,8.08,0.1,4.38,2.85
어패류 및 그 제품,"멸치, 젓갈",118,14,6.3,0,-
어패류 및 그 제품,"멸치, 통조림, 유지",170,9.7,14.6,0,-
어패류 및 그 제품,"명태, 생것",80,17.5,0.7,0,-
어패류 및 그 제품,"명태, 구운것",111,23.48,1.18,0,0
어패류 및 그 제품,"명태, 노가리, 말린것",351,74.3,3.8,0.3,-
어패류 및 그 제품,"명태, 동태, 냉동",72,15.9,0.5,0.1,-
어패류 및 그 제품,"명태, 먹태, 포, 말린것",372,82.7,2.4,0,-
어패류 및 그 제품,"명태, 북어, 말린것",339,73.18,3.09,0.32,0
어패류 및 그 제품,"명태, 코다리, 반건조",290,61.7,3.1,0,-
어패류 및 그 제품,"명태, 코다리, 반건조, 구운것",111,25.2,0.5,0,-
어패류 및 그 제품,"명태, 황태, 포, 말린것",349,79,0.4,2.8,-
어패류 및 그 제품,"명태, 포, 조미하여 말린것",306,43.9,1.5,29.2,-
어패류 및 그 제품,"명태, 내장, 양념젓갈(창난젓)",143,10.83,1.2,22.22,14.37
어패류 및 그 제품,"명태, 알, 생것",120,20.5,3,2.7,-
어패류 및 그 제품,"명태, 알, 양념젓갈(명란젓)",135,22.38,3.01,4.52,2.13
